,date,title,text,company
0,"April 18, 2016",EU: News Corp. files antitrust charges against Google,"
News Corp. is fighting Google at the European Commission over what it calls improper scraping of content for use in search results, the Wall Street Journal reported Monday.
The owner of the Times of London, the New York Post, the Journal and many other media properties around the world has filed a formal complaint with the Commission, the European Union’s executive body, the report said. The story cited an unnamed source familiar with the allegations.
News Corp. charged that Google takes news from its sites and makes it available within Google search results. If a company wants to keep that scraped content out of Google’s results, it has to give up on having even links to its stories show up in Google searches, News Corp. alleges, according to the report. The complaint said that’s an abuse of Google’s dominance in search.
When the content of articles shows up in search results, readers can consume it there without visiting the creator’s website, sometimes hurting those companies’ businesses, critics say. Web companies such as TripAdvisor and Yelp have attacked the practice.
Content scraping by Google has been the subject of complaints in the past. It was part of a European Commission antitrust investigation begun in 2010 over allegations that Google gave its own search business unfair advantages. The company pledged to stop that practice.
Full Content: WallStreetJournal
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
 
",Google
1,"April 17, 2016",EU: EC accelerates Google Android antitrust probe,"
Google could soon find itself facing more antitrust charges in Europe, this time over the way it runs the Android mobile platform.
The company has been under investigation for years now, on several fronts. It has already been hit with charges for allegedly boosting its own comparison-shopping services in its search results.
The European Commission has also been formally investigating Google over a range of Android allegations, namely that it forces smartphone and tablet manufacturers to preinstall a suite of Google services on their Android devices.
It also allegedly bans manufacturers that install Google services from developing alternate versions of Android.
Now, according to lawyers talking to both the Financial Times and Politico, the Commission has been sending out urgent requests for information from the complainants in the investigation.
That suggests competition commissioner Margrethe Vestager is about to move to the next stage of the process by issuing formal charges—a so-called statement of objections—perhaps as early as next week.
Full Content: Financial Times
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
2,"April 11, 2016",US: Google will have to deal with Mississippi AG investigation,"
An appeals court has ruled that Google will have to deal with an investigation into its business practices by Mississippi Attorney General Jim Hood. The court also noted the search company can still challenge the investigation at a later time.
It’s a reversal of a big win by Google last year when a federal judge halted the Mississippi investigation, which sought information about how Google deals with links related to counterfeit goods, illegal drug sales, copyright violations, and other matters. Google sued to stop the investigation while litigation was underway, saying that Hood’s goal was to “punish” Google while he pursued his goal of a “pre-filtered Internet”—a power denied him by both Congress and the Constitution, Google lawyers argued.
Hood’s investigation had been egged on by lobbyists from the Motion Picture Association of America, and in some cases demand letters that came from Hood’s office were actually written by MPAA lawyers.
Today, the US Court of Appeals for the 5th Circuit overturned Google’s win on procedural grounds. In a 23-page opinion, a three-judge panel said that the district court judge had been too quick to grant relief to Google.
“This injunction covers a fuzzily defined range of enforcement actions that do not appear imminent,” the appeals judges held. “We cannot on the present record predict what conduct Hood might one day try to prosecute under Mississippi law.”
Hood’s subpoenas were a “pre-litigation investigative tool” seeking information about a wide array of topics, including copyright infringement, illegal prescription drug sales, human trafficking, false IDs, and credit card theft.
Full content: The Hill
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
3,"April 6, 2016",US: Senator ask FTC to reopen Google antitrust suit,"
As European regulators dangle the antitrust hammer above Google’s head, the search engine’s rivals are trying feverishly to stir up similar charges in Washington, D.C.
Case in point: At a Senate Judiciary hearing on Tuesday, Democratic Sen. Richard Blumenthal pushed for the Federal Trade Commission to crack open a new case against Google for preferential treatment of its own content in search results. The senator’s primary witness was Tim Wu, the former FTC adviser (and current New York Attorney General consigliere) who rather publicly reversed his position on the case.
For certain search results, like the weather, Wu claimed it’s kosher for Google to move its own results to the top. For others, namely local search options, he claimed it’s not.
“What’s been proven is that, in certain areas, Google is manipulating its search in an anticompetitive way,” he said at the Senate hearing. “I think Google is, at this point, at a different position than it was then. There’s stronger evidence of consumer harm now than when the FTC closed its investigation.”
Full content: TheHill
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
4,"March 24, 2016",France: Google receives fine over “right to be forgotten”,"
The French data protection authority said it has fined Google $111,720 for not scrubbing web search results widely enough in response to a European privacy ruling.
The only way for Google to uphold the privacy ruling was by delisting results popping up under name searches and linking them instead to outdated information across all its websites, the Commission Nationale de l’Informatique et des Libertes (CNIL) said in a statement on Thursday.
The U.S. Internet giant has been at loggerheads with several European Union data protection authorities since the European Court of Justice ruled in May 2014 that people could ask search engines, such as Google and Microsoft’s Bing, to remove inadequate or irrelevant information – dubbed the “right to be forgotten”.
Google complied, but it only scrubbed results across its European websites such as Google.de in Germany and Google.fr in France on the grounds that to do otherwise would have a chilling effect on the free flow of information.
“Contrary to Google‘s statements, applying delisting to all of the extensions does not curtail freedom of expression insofar as it does not entail any deletion of content from the Internet,” the CNIL said.
A spokesman for Google, now a unit of holding company Alphabet Inc, said the company had worked hard to implement the “right to be forgotten ruling thoughtfully and comprehensively in Europe.”
“But as a matter of principle, we disagree with the CNIL’s assertion that it has the authority to control the content that people can access outside France, and we plan to appeal their ruling,” Al Verney, Google‘s spokesman, said.
The company did try to assuage the regulator’s concerns in February by delisting search results across all its websites – including Google.com – when accessed from the country where the request came from.
Full Content: Fortune
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
5,"March 22, 2016",UK: Streetmap seeks to appeal against High Court ruling in Google case,"
A UK-based online mapping outfit has sought to overturn an earlier High Court ruling which concluded that—while Google is a dominant force—the multinational hadn’t directly harmed competition in Blighty by abusing its position in the search market.
Streetmap.EU Ltd’s commercial director, Kate Sutton, claimed to Ars that Google’s alleged anti-competitive tactics had “devastated” her business in 2007, and she added that the company’s fight against Google wasn’t over yet. The Milton Keynes-based firm, which at its height claimed five million users, and a healthy turnover, is facing hefty legal bills following last month’s ruling.
In February, Justice Roth ruled that the arrival of Google’s OneBox maps service in 2007 was “not reasonably likely appreciably to affect competition in the market for online maps,” and added that the company’s strategy could be “objectively justified.”
Full content: Fortune
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
6,"March 14, 2016",Russia: Google fails to overturn a ruling that it broke antimonopoly laws,"
The Moscow Arbitration court on Monday rejected an appeal from Google and upheld a ruling that the US firm broke anti-monopoly laws by abusing its dominant position with its Android mobile platform, Russia’s competition watchdog said.
Federal Antimonopoly Service, Russia’s antitrust regulator, ruled last September that Google had broken the law by requiring pre-installation of certain applications on mobile devices running on Android, following a complaint by Russia’s Yandex.
Yandex had claimed that Google was increasingly using its control of the Android operating system—the market leader in Russia—to shut out rivals to its other services such as streaming, maps and mail. That same complaint has featured prominently in the European Commission’s on-going investigation into Google, in which some of its competitors have called for the Mountain View, California-based company to be radically broken up.
Full content: The Wall Street Journal
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
7,"March 10, 2016",EU: Is the EC preparing to file an antitrust complaint against Google’s Android?,"
According to Bloomberg Business, the European Union may still be seeking to bring an antitrust complaint against Google regarding its Android operating system. Roughly five years ago, Microsoft and a coalition of other businesses banded together to persuade the European Union to look into possible anticompetitive practices Google may be leveraging with its search engine results.
In particular, the EU is reported to be looking into if Google has leveraged its pre-bundling agreement to deter or stop altogether, mobile manufacturers from building and marketing their apps, stores, and versions of the Android operating system. With apps such as Chrome, Google Search, and the Play Store are front and center on a device, Google’s heavy handed pre-bundling may be robbing independent developers of a legitimate chance to compete.
Similar to Apple’s approach of providing first party solutions front and center on its devices, Google can be seen increasingly encroaching on fair and competitive practices despite being the gateway to a million plus apps, by putting its apps ahead of others.
Bloomberg Business also cites an order issued by Russia’s antitrust authorities last year that had Google renegotiate its ambiguous agreement with mobile device manufacturers. After complaints from Russian search engine provider, Yandex sought to address Google’s default options set to drive traffic to its services over that of local competition.
Full Content: Bloomberg
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
8,"March 8, 2016",EU: Google sides with Facebook amid Data-Dominance investigation,"
Google sided with Facebook Inc. amid a brewing antitrust clash over how the social network giant may have abused its power to leverage customer data.
Fabien Curto Millet, an economist at Google, told a Paris conference that it’s wrong to meld data privacy with antitrust issues. Earlier, the head of France’s competition authority said he preferred a less confrontational approach than his German counterparts had taken on the issue.
“We shouldn’t mix things up” and should instead reinforce specific regulators rather than putting competition officials in charge, Millet said. “The protection of data privacy is part of the good results produced by good competition,” but “it wouldn’t be logical to elevate that to a different status.”
Germany’s Federal Cartel Office said earlier this month that it’s examining whether Facebook abused its possible market dominance by forcing customers to agree to terms allowing the use of their data. The German probe adds to a growing list of antitrust threats to US Internet giants in the EU — from Alphabet Inc.’s Google to Amazon.com Inc. Up to now, Menlo Park, California-based Facebook has mainly tussled with privacy watchdogs in the bloc in a clash over its revamped policy for handling personal photos and data.
Full content: Bloomberg
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
9,"March 7, 2016","EU: Google needs to give better data, says Antitrust Chief","
The European Union’s top antitrust official doesn’t sound very happy with the information Google has so far given her after she charged the company with violating competition law.
“Google gave us a very substantial answer, and what we need to do is ask them for more data to have a comprehensive picture so they aren’t just giving us data that solely substantiates their position,” competition commissioner Margrethe Vestager said in a New York Times interview.
It is now just under 11 months since the European Commission issued a so-called statement of objections against Google, alleging that it has abused its position (it holds over 90% of the EU search market) to favor its own comparison shopping services.
Full content: The New York Times
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
