,date,title,text,company
0,"March 25, 2021",Facebook’s Zuckerberg Proposes Changes To Section 230,"


This week, Facebook CEO Mark Zuckerberg proposed that Congress make revisions to federal internet regulations that would require platforms to have systems in place for identifying and removing unlawful content.
The proposal, which Zuckerberg presented during his testimony before the House Energy and Commerce Committee on Thursday, March 25, would raise the bar for social media companies that are currently granted immunity from liability for the content that appears on their platforms. That immunity, granted by Section 230 of the Communications Decency Act of 1996, has come under fire in recent years from Republicans and Democrats.
While meant to ensure that companies are taking action against unlawful content, the changes could theoretically shore up Facebook’s power, as well as that of other internet giants like Google, by requiring smaller social media companies and startups to develop robust content moderation systems that can be costly.
“Instead of being granted immunity, platforms should be required to demonstrate that they have systems in place for identifying unlawful content and removing it,” Zuckerberg said in his opening remarks, according to written testimony released on the House Committee website Wednesday.
Under Section 230, Facebook, Google, and other internet giants bear no legal liability for content that appears on their platforms. Zuckerberg’s proposal would keep those protections in place, but would make platforms liable for having systems to protect against unlawful content.
“Platforms should not be held liable if a particular piece of content evades its detection — that would be impractical for platforms with billions of posts per day — but they should be required to have adequate systems in place to address unlawful content,” he said, according to the written testimony.
",Google
1,"March 24, 2021",Antitrust in a Digital World: Does It Work? – Episode 4,"

Below, we have provided the full transcript of the final episode of our series Antitrust in a Digital World: Does It Work?. Read below to see the discussion about Assessing the Global Approaches to Digital Platform Regulation through Antitrust.

Brian SCARPELLI:
Hello everyone. Welcome to Episode Four of ACT The App Associations and Competition Policy Internationals Antitrust discussion series on competition in digital markets titled antitrust in the digital world does it work? During the four event series our invited expert panelists aim to explore key issues surrounding the application of antitrust in the digital world focusing on global trends in digital platform regulation. Other things like the widespread impact of the European Commission’s digital markets Act and also the new US Biden Harris administration’s approach to antitrust and others. My name is Brian Scarpelli. I’m a senior global policy counsel with ACT The App Association. ACT The Association is a not for profit trade association that represents 1000s of small business tech firms and software development companies around the world.
I’m pleased to take part today as the moderator. We’re very excited to be joined by Catherine Batchelor director of the UK competition and markets authorities digital Task force. Deputy Commissioner Hardin Ratshisusu with the Competition Commission of South Africa. Masayuki Matsui, economic section counselor with the Embassy of Japan in...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
2,"March 22, 2021",US House Antitrust Chairman Has New Big Tech Bills In The Works,"


Democratic Representative David Cicilline, chairman of the House Judiciary Committee’s antitrust panel, is preparing to come out with 10 or more pieces of legislation targeting Big Tech companies, Reuters reported.
The subcommittee, under Cicilline’s leadership, released a 449-page report in October last year, which detailed abuses of market power by Apple, Amazon, Alphabet’s Google, and Facebook.
The strategy to produce a series of smaller bills is aimed at lowering opposition from tech companies and their lobbyists towards a single piece of legislation, Reuters’ source said.
Cicilline is also working on a separate bill targeting a key law called Section 230, which offers protection to tech platforms from liability over content users post, the source said.
His 230 legislation is likely to go after platforms such as Facebook and the way they amplify user content.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
3,"March 22, 2021",Biden Nominates Antitrust Expert Lina Khan For FTC Commissioner,"


US President Joe Biden intends to nominate Lina Khan, a former counsel to the House of Representatives Judiciary Committee’s antitrust subcommittee, to be a commissioner of the Federal Trade Commission (FTC), the White House announced on Monday, March 22.
Lina Khan is an associate professor of law at Columbia Law School, where she teaches and writes about antitrust law, infrastructure industries law, and the antimonopoly tradition. Her antitrust scholarship has received several awards and has been published by the Yale Law Journal, Harvard Law Review, Columbia Law Review, and University of Chicago Law Review. 
Khan previously served as counsel to the US House Judiciary Committee’s Subcommittee on Antitrust, Commercial, and Administrative Law, where she helped lead the Subcommittee’s investigation into digital markets. Khan was also a legal advisor in the office of Commissioner Rohit Chopra at the Federal Trade Commission and legal director at the Open Markets Institute. She is a graduate of Williams College and Yale Law School.
Khan’s nomination follows the appointment of Tim Wu, a Columbia Law professor, to work on technology and competition policy at the National Economic Council. Wu coined the term “net neutrality” and has been a prominent voice on the subject of antitrust regulation against Big Tech companies like Amazon, Facebook, and Google.
Biden’s choice of Khan to serve at the FTC comes as regulators, lawmakers, and the courts are facing immense pressure to take on Big Tech. The House Judiciary kicked off the second leg of its antitrust investigation last month and it’s poised to introduce competition legislation to rein in tech this spring.
",Google
4,"March 19, 2021",Facebook May Face New Antitrust Probe In UK,"


Britain’s competition regulator is set to begin an antitrust investigation into Facebook in the next few months, after similar actions into Google and Apple early this year, the Financial Times reported on Friday, March 19.
The Competition and Markets Authority (CMA) would look into the way Facebook allegedly uses customer data against rivals in social media and online advertising, people close to the matter told FT.
The investigation is also likely to examine Facebook’s status as a so-called gatekeeper for its ability to collect data from users to boost its advantage over rivals.
A person close to the CMA said the probe would draw on the regulator’s report on digital advertising, which highlighted the “strong incumbency advantage” Facebook benefited from in areas such as online ads and social media.
The timing of the official announcement of the probe and the exact concerns could still shift, these people warned. But legal experts said Facebook had so far escaped the intense scrutiny its rivals were facing in the UK, so there would be a strong appetite among regulators to pursue a case.
Want more news? Subscribe to CPI’s free daily newsletter for more headlines and updates on antitrust developments around the world.
",Google
5,"March 19, 2021",2021 ECJ Antitrust Horizons – Selected Key Evolutions and Developments,"
In 2021, EU antitrust horizons will be wide and enthralling: EU competition law and the jurisprudence of the Court of Justice of the European Union in this matter have seen many interesting developments in the course of the last years, and there are many exciting developments yet to come. This paper singles out particularly relevant and trendsetting evolutions in three fields that will occupy the Court of Justice and the General Court in 2021 and beyond: private enforcement of EU competition law; the per-object/per-effect-distinction as regards infringements of Article 101 TFEU; and new challenges brought about by the development of new digital markets and distribution channels and the digitalization of commercial practices.

By Juliane Kokott & Hanna Schröder1

I. INTRODUCTION
In 2021, EU antitrust horizons will be wide and enthralling: EU competition law has indeed seen many interesting developments in the course of the last years, and there are many exciting developments yet to come in 2021. The EU Court of Justice (“ECJ”), in particular, will soon again be called upon to decide on fundamental issues, be it, for instance, the inspection powers of the European Commission and the corresponding rights of the parties to judicial review2 or the application of the ne bis in idem principle in the field of competition law,3 to name just two outstanding topics currently pending before the ECJ.
As regards current evolutions inscribing in long term continuing trends, re...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
6,"March 19, 2021",Economic Evidence and Modern Antitrust,"
The question of the continued relevance, persuasiveness, and sufficiency of economic evidence in assessments of antitrust matters in the digital age has become of increasing interest to commentators, academics, and regulatory and legislative bodies. A closely related question is the contention by some commentators that the courts’ narrow focus on the consumer welfare standard is ill-suited for dealing with the complexities of today’s world. In our view, the consumer welfare standard remains the gold standard for the analysis of antitrust concerns in the digital age. Beyond using consumer welfare as a metric for evaluating potential anticompetitive impact, the use of rigorous, fact-based economic analysis, matched to today’s market complexities, is more important than ever in helping develop a better understanding of the evolving digital world. A better understanding, in turn, will be crucial in helping the appropriate authorities legislate and regulate in ways that ensure strong competition without jeopardizing the benefits that result from the digital revolution.

By Rebecca Kirk Fair, Emily Cotton & Philipp Tillmann1

I. INTRODUCTION
Many questions have been raised in the press,2 by academics,3 and even by legislative bodies4 about the continued relevance, persuasiveness, and sufficiency of economic evidence in assessments of antitrust matters in the digital age. These questions cut across both regulation and litigation. Are judges starting to find the disco...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
7,"March 19, 2021",In Comity We Trust: Utilizing International Comity to Strengthen International Cooperation and Enforcement Convergence in Multijurisdictional Matters,"
Competition authorities across the world have taken increasingly divergent enforcement approaches, including in respect of the conduct of companies involved in the high technology and digital markets. New regulatory developments may further accentuate such divergence, increasing the risk of inefficient and conflicting regulatory efforts. With these trends, there is a greater need for competition authorities to advance international cooperation efforts and convergence on enforcement, particularly when enforcers with sufficient parallels in competition laws and enforcement principles are involved. This article proposes that the application of international comity principles would helpfully promote international cooperation and convergence on multijurisdictional enforcement, creating a “win-win” for competition authorities and the respondent businesses subject to competition scrutiny in the form of consistency, predictability and efficiency. In advancing this thesis, this article proposes five considerations where international comity can helpfully promote international cooperation and enforcement convergence in multijurisdictional matters.

By John Pecman & Antonio Di Domenico1

I. INTRODUCTION
In late 2020, the United States appeared to reinvigorate its efforts in antitrust enforcement in the high technology industry, having recently launched two new lawsuits against Google and Facebook.2 By contrast, the EU, having already established a long and difficult record...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
8,"March 19, 2021",Do Algorithms Communicate With Each Other and What Does This Mean for the Application of Competition/Antitrust Law?,"
One of the issues for discussion among scholars of competition law in the digital space is collusion, and the ineffectiveness of competition law to deal with collusion that is driven by algorithms and not humans. This ineffectiveness is based on several assumptions, with the main being that humans, and not algorithms, have the ability to communicate. In this article, I put forward some arguments to challenge this view. I outline how algorithms “communicate,” if they communicate, and discuss if such communication can be perceived as communication for the purposes of competition law. Collusion cannot happen without communication and, therefore, communication is the first essential step for anti-competitive collusion to exist. The manner in which we perceive algorithms and their interactions thus determines whether specific legal requirements of anti-competitive collusion can be applied to algorithmic collusion or not.

By Barbora Jedlicková1
 
In recent years we have seen a rich discussion, legislative proposals and even application of competition law2 with regards to large digital platforms.3 It is reasonable to assume that this is just the beginning of addressing the existing and potential anticompetitive issues in the digital space. Some scholarly works on competition law and the digital economy also discuss other topics, with various types of algorithmic collusion being one of the most prominent. Considering, first, that innovation occurs at enormous speeds ...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
9,"March 19, 2021",The Antitrust Attack on Big Tech,"
The four major internet platforms – Google, Amazon, Apple, and Facebook – have in recent months been subjected to increasing attacks on antitrust grounds. These attacks have been generated by various entities in the federal legislature and by the threat of individual lawsuits, some by one of the platforms against another. The subject of these attacks is the sheer size of the platforms themselves, though it is also alleged that various of the platforms engage in unfair practices that benefit their own products over those of competitors. This essay argues that these antitrust attacks ignore the character of the platforms as network industries. Network industries are different from well-known monopolies because consumers benefit, rather than are harmed, as the network expands. As a consequence, none of the attacks can demonstrate harm to consumers, the overriding standard of interpretation of the antitrust laws.

By George L. Priest1
 
There is a current effort in the U.S. and abroad to employ the antitrust laws to attack Big Tech firms. “Big Tech” refers to the current four major internet platforms — Google, Amazon, Apple and Facebook. These firms are variously accused of being monopolies and that on that ground should be broken up; of being monopolies illegally acquired by the acquisition of smaller competitors with the demand of divestiture of the previously acquired entities; or of engaging in practices, in particular the preference of their own or relat...    


THIS ARTICLE IS NOT AVAILABLE FOR IP ADDRESS 104.151.16.164

                Please sign in or join us
                to access premium content!
            


",Google
